(0,1,377.0)
(0,2,381.0)
(0,3,383.0)
(0,4,383.0)
(0,5,383.0)
(0,6,379.0)
(0,7,383.0)
(0,8,377.0)
(0,9,385.0)
(0,10,381.0)
(0,11,397.0)
(0,12,15.0)
(0,13,380.0)
(0,14,381.0)
(0,15,383.0)
(0,16,87.0)
(0,17,393.0)
(0,18,385.0)
(0,19,75.0)
(0,20,383.0)
(0,21,389.0)
(0,22,383.0)
(0,23,387.0)
(0,24,383.0)
(0,25,377.0)
(0,26,385.0)
(0,27,382.0)
(0,28,73.0)
(0,29,383.0)
(0,30,383.0)
(0,31,389.0)
(0,32,75.0)
(0,33,395.0)
(0,34,387.0)
(0,35,385.0)
(0,36,383.0)
(0,37,347.0)
(0,38,361.0)
(0,39,387.0)
(0,40,381.0)
(0,41,381.0)
(0,42,381.0)
(0,43,95.0)
(0,44,77.0)
(0,45,387.0)
(0,46,383.0)
(0,47,375.0)
(0,48,3.0)
(0,49,379.0)
(0,50,381.0)
(0,51,75.0)
(0,52,377.0)
(0,53,381.0)
(0,54,385.0)
(0,55,387.0)
(0,56,381.0)
(0,57,385.0)
(0,58,377.0)
(0,59,387.0)
(0,60,389.0)
(0,61,383.0)
(0,62,389.0)
(0,63,77.0)
(0,64,381.0)
(0,65,75.0)
(0,66,361.0)
(0,67,391.0)
(0,68,387.0)
(0,69,379.0)
(0,70,385.0)
(0,71,393.0)
(0,72,387.0)
(0,73,379.0)
(0,74,385.0)
(0,75,385.0)
(0,76,71.0)
(0,77,375.0)
(0,78,387.0)
(0,79,381.0)
(0,80,193.0)
(0,81,79.0)
(0,82,379.0)
(0,83,355.0)
(0,84,75.0)
(0,85,367.0)
(0,86,387.0)
(0,87,79.0)
(0,88,381.0)
(0,89,401.0)
(0,90,79.0)
(0,91,381.0)
(0,92,381.0)
(0,93,373.0)
(0,94,381.0)
(0,95,387.0)
(0,96,383.0)
(0,97,381.0)
(0,98,385.0)
(0,99,383.0)
(0,100,381.0)
(0,101,385.0)
(0,102,383.0)
(0,103,369.0)
(0,104,367.0)
(0,105,387.0)
(0,106,381.0)
(0,107,385.0)
(0,108,403.0)
(0,109,345.0)
(0,110,383.0)
(0,111,385.0)
(0,112,385.0)
(0,113,397.0)
(0,114,383.0)
(0,115,73.0)
(0,116,385.0)
(0,117,375.0)
(0,118,379.0)
(0,119,385.0)
(0,120,381.0)
(0,121,385.0)
(0,122,75.0)
(0,123,383.0)
(1,2,402.0)
(1,3,392.0)
(1,4,404.0)
(1,5,400.0)
(1,6,396.0)
(1,7,404.0)
(1,8,398.0)
(1,9,394.0)
(1,10,402.0)
(1,11,382.0)
(1,12,26.0)
(1,13,389.0)
(1,14,390.0)
(1,15,400.0)
(1,16,80.0)
(1,17,394.0)
(1,18,398.0)
(1,19,96.0)
(1,20,404.0)
(1,21,402.0)
(1,22,400.0)
(1,23,404.0)
(1,24,392.0)
(1,25,394.0)
(1,26,398.0)
(1,27,391.0)
(1,28,90.0)
(1,29,400.0)
(1,30,400.0)
(1,31,390.0)
(1,32,96.0)
(1,33,392.0)
(1,34,396.0)
(1,35,398.0)
(1,36,404.0)
(1,37,364.0)
(1,38,382.0)
(1,39,400.0)
(1,40,402.0)
(1,41,402.0)
(1,42,402.0)
(1,43,104.0)
(1,44,94.0)
(1,45,408.0)
(1,46,400.0)
(1,47,396.0)
(1,48,8.0)
(1,49,400.0)
(1,50,402.0)
(1,51,92.0)
(1,52,382.0)
(1,53,398.0)
(1,54,406.0)
(1,55,396.0)
(1,56,402.0)
(1,57,406.0)
(1,58,394.0)
(1,59,396.0)
(1,60,394.0)
(1,61,404.0)
(1,62,402.0)
(1,63,94.0)
(1,64,402.0)
(1,65,96.0)
(1,66,378.0)
(1,67,392.0)
(1,68,404.0)
(1,69,396.0)
(1,70,402.0)
(1,71,390.0)
(1,72,388.0)
(1,73,400.0)
(1,74,398.0)
(1,75,406.0)
(1,76,92.0)
(1,77,380.0)
(1,78,398.0)
(1,79,390.0)
(1,80,206.0)
(1,81,88.0)
(1,82,396.0)
(1,83,376.0)
(1,84,96.0)
(1,85,378.0)
(1,86,396.0)
(1,87,92.0)
(1,88,386.0)
(1,89,386.0)
(1,90,96.0)
(1,91,394.0)
(1,92,402.0)
(1,93,394.0)
(1,94,402.0)
(1,95,388.0)
(1,96,400.0)
(1,97,390.0)
(1,98,394.0)
(1,99,404.0)
(1,100,402.0)
(1,101,406.0)
(1,102,396.0)
(1,103,378.0)
(1,104,388.0)
(1,105,400.0)
(1,106,402.0)
(1,107,398.0)
(1,108,380.0)
(1,109,360.0)
(1,110,400.0)
(1,111,406.0)
(1,112,406.0)
(1,113,382.0)
(1,114,392.0)
(1,115,94.0)
(1,116,406.0)
(1,117,392.0)
(1,118,396.0)
(1,119,394.0)
(1,120,394.0)
(1,121,406.0)
(1,122,78.0)
(1,123,400.0)
(2,3,396.0)
(2,4,412.0)
(2,5,404.0)
(2,6,400.0)
(2,7,408.0)
(2,8,398.0)
(2,9,398.0)
(2,10,406.0)
(2,11,390.0)
(2,12,30.0)
(2,13,393.0)
(2,14,398.0)
(2,15,404.0)
(2,16,88.0)
(2,17,398.0)
(2,18,402.0)
(2,19,104.0)
(2,20,408.0)
(2,21,406.0)
(2,22,404.0)
(2,23,408.0)
(2,24,396.0)
(2,25,398.0)
(2,26,398.0)
(2,27,395.0)
(2,28,94.0)
(2,29,404.0)
(2,30,404.0)
(2,31,398.0)
(2,32,100.0)
(2,33,392.0)
(2,34,400.0)
(2,35,398.0)
(2,36,408.0)
(2,37,368.0)
(2,38,386.0)
(2,39,404.0)
(2,40,406.0)
(2,41,414.0)
(2,42,418.0)
(2,43,108.0)
(2,44,98.0)
(2,45,412.0)
(2,46,404.0)
(2,47,396.0)
(2,48,12.0)
(2,49,404.0)
(2,50,410.0)
(2,51,96.0)
(2,52,386.0)
(2,53,402.0)
(2,54,414.0)
(2,55,400.0)
(2,56,414.0)
(2,57,414.0)
(2,58,398.0)
(2,59,400.0)
(2,60,398.0)
(2,61,408.0)
(2,62,406.0)
(2,63,98.0)
(2,64,418.0)
(2,65,104.0)
(2,66,382.0)
(2,67,396.0)
(2,68,408.0)
(2,69,404.0)
(2,70,406.0)
(2,71,394.0)
(2,72,392.0)
(2,73,404.0)
(2,74,398.0)
(2,75,410.0)
(2,76,100.0)
(2,77,384.0)
(2,78,402.0)
(2,79,394.0)
(2,80,210.0)
(2,81,92.0)
(2,82,408.0)
(2,83,388.0)
(2,84,100.0)
(2,85,382.0)
(2,86,400.0)
(2,87,92.0)
(2,88,390.0)
(2,89,390.0)
(2,90,100.0)
(2,91,398.0)
(2,92,418.0)
(2,93,394.0)
(2,94,406.0)
(2,95,392.0)
(2,96,404.0)
(2,97,394.0)
(2,98,398.0)
(2,99,408.0)
(2,100,418.0)
(2,101,410.0)
(2,102,400.0)
(2,103,382.0)
(2,104,396.0)
(2,105,404.0)
(2,106,418.0)
(2,107,398.0)
(2,108,384.0)
(2,109,364.0)
(2,110,404.0)
(2,111,414.0)
(2,112,410.0)
